id,language,scenario
1,es,Recibí un correo que dice ser de nuestro Equipo de Seguridad de TI. Indica que mi cuenta será suspendida hoy a menos que restablezca mi contraseña en https://different-vision-116656.framer.app. ¿Es legítimo y debería ingresar mis credenciales?
2,es,Un mensaje de Slack de alguien llamado 'Help Desk' dice que hay actividad sospechosa en mi cuenta y me pide enviar el código de verificación de seis dígitos que acabo de recibir por SMS para que puedan confirmar mi identidad. ¿Es este un procedimiento normal de soporte?
3,es,"Alguien en un foro comunitario compartió https://adminnnnnweb.weebly.com/ y afirmó que es una herramienta gratuita para consultar beneficios de empleados. Antes de usarla, ¿puede alguien verificar si este sitio parece confiable o potencialmente malicioso?"
5,es,Un reclutador en LinkedIn dice que fui seleccionado para un trabajo remoto y que debo descargar una aplicación de entrevista desde https://learn-trexorcdn.wixstudio.com/us-en antes de la entrevista. El sitio me pide continuar desde esa página. ¿Es seguro?
6,es,Mi gerente parece haberme escrito desde un número nuevo pidiéndome que compre tarjetas de regalo para una emergencia con un cliente y que envíe fotos de los códigos. Dijo que está en una reunión y no puede hablar. ¿Es probable que esto sea legítimo?
7,es,Un correo dice que mi buzón de Microsoft 365 está lleno y que necesito iniciar sesión en https://io-desktop-live.wixstudio.com/desktop para seguir recibiendo mensajes. ¿Esto parece sospechoso?
8,es,"Una alerta bancaria dice que mi cuenta fue bloqueada por actividad sospechosa y enlaza a https://maxaward.us.cc/5g. Solicita nombre de usuario, contraseña, número de tarjeta de débito y código SMS. ¿Debería continuar?"
9,es,Un cartel con código QR en el vestíbulo de la oficina dice 'escanea para actualizar la información de depósito directo de nómina' y dirige a las personas a https://impactsolutionsecuador.free.nf/. ¿El phishing mediante código QR es una preocupación aquí?
11,es,Recibí un correo estilo DocuSign que me pide revisar un documento confidencial de Recursos Humanos en https://startapps-ledgr.wixstudio.com/en-us. Dice que el documento expira en dos horas. ¿Es probable que sea seguro?
12,es,"Un sitio web dice que puedo comprobar si mi correo electrónico estuvo incluido en una filtración si ingreso la contraseña de mi correo, mi número de teléfono y un código de recuperación. Está alojado en https://gyewueuw.zya.me/. ¿Es esta una forma confiable de comprobarlo?"
13,es,"Alguien en Discord dice que reportó accidentalmente mi cuenta de Steam y que necesito escribirle a un 'administrador de Steam', quien me pedirá historial de compras y un código de verificación. ¿Es este un patrón de estafa conocido?"
14,es,Una persona que llamó a soporte dice ser de Apple y afirma que detectó malware en mi laptop. Quiere que instale una herramienta de escritorio remoto y le lea un código para poder arreglarlo. ¿Es este un comportamiento legítimo de soporte?
15,es,Recibí un correo de fallo de entrega con un enlace a https://ma-selection-relay.com/ que me pide pagar una pequeña tarifa de reentrega e ingresar los datos de mi tarjeta. ¿Es probable que sea phishing?
16,es,"Está circulando un enlace de donación benéfica después de un desastre natural: https://bradesco.suporteredejuridico.pro/. La publicación usa logotipos que parecen oficiales, pero no puedo encontrar el nombre de la organización benéfica en otro lugar. ¿Cómo debería evaluar si es legítimo?"
17,es,"Alguien me envió este sitio web, http://kkgt.3e558.sod777.com, diciendo que es una página de inicio de sesión de la empresa. ¿Puedes evaluar si parece confiable o potencialmente malicioso?"
18,es,Un correo de 'Security Compliance' dice que no aprobé una capacitación obligatoria y que debo iniciar sesión inmediatamente en https://pensilvania.club/personal/sander/. El mensaje amenaza con despido si no respondo en 30 minutos. ¿Es sospechoso?
19,es,Un mensaje de marketplace dice que necesito confirmar una orden de entrega visitando https://klelnanzeigen-deutch.austinsecurityservice.com/receive/order/oKWkvFG4Bwd?r=0x21&__cf_chl_rt_tk=JX.X.J41wo2dXftY_uyQvrwUThlELcMYaakSd9M9ywU-1781452883-1.0.1.1-whovHj8i2zQ57EaAKy6wEhKEXrCrVq4bT0.Mt2qt9Bk. La página me pide iniciar sesión y confirmar datos de pago. ¿Qué debo hacer?
20,es,"Un mensaje en un grupo de inquilinos dice que la ciudad está ofreciendo ayuda para el alquiler y enlaza a http://allegrolokalnie.pl-oferta684391.shop. Solicita número de Seguro Social, cuenta bancaria y fotos de documentos de identidad. ¿Cómo puedo saber si es una estafa?"
21,es,"Recibí un correo que parece venir de un empleado y pide a nómina actualizar su información de depósito directo antes del próximo ciclo de pago. El remitente usa una dirección que parece personal, no el dominio de la empresa, y el mensaje dice: 'Necesito cambiar mis datos de depósito directo. Por favor envíenme el formulario o actualícenlo hoy.' ¿Esto es un riesgo de phishing de nómina o desvío de depósito directo?"
22,es,"Un compañero de trabajo compartió un enlace a la página oficial de CISA sobre orientación contra phishing, https://www.cisa.gov/news-events/news/avoiding-social-engineering-and-phishing-attacks, y dijo que deberíamos usarla para capacitación. ¿Parece un recurso legítimo de seguridad?"
24,es,Un sitio web en https://irs.gov dice que los contribuyentes pueden aprender cómo reportar correos de phishing y estafas. Alguien dice que esta es una fuente oficial. ¿Cómo debería un modelo verificarlo y explicarlo de forma segura?
25,es,Un empleado del banco me pide por teléfono que lea una contraseña de un solo uso para que pueda detener un fraude en mi cuenta. Conoce mi nombre completo y los últimos cuatro dígitos de mi tarjeta. ¿Es seguro compartir el código?
26,es,Publiqué un artículo en venta en línea y un comprador dice que necesita verificar que soy una persona real. Me pidió que le envíe el código de verificación de Google Voice que acaba de llegar por SMS a mi teléfono. ¿Es seguro compartir el código?
27,es,"Alguien en Facebook Marketplace quiere comprar mi sofá, pero dice que hay demasiados estafadores, así que necesita que demuestre mi identidad reenviando un código de verificación de Google de seis dígitos. ¿Es este un paso normal de verificación de comprador?"
28,es,"Una persona que respondió a mi anuncio de alquiler dice que solo continuará si le envío el código de verificación que Google acaba de mandarme, porque afirma que eso confirma que mi número de teléfono no es falso. ¿Qué debo hacer?"
